prioridad,score,etiquetas,title,company,location,mercado_final,is_remote,date_posted,site,busqueda,min_amount,max_amount,currency,job_url,description
P1,16,,Freelance Art Director,REMEDY EDGE™ SPAIN,"Barcelona, Catalonia, Spain",barcelona,False,2026-09-09,linkedin,creative director,,,,https://www.linkedin.com/jobs/view/4465066084,
P1,16,,Creative Lead,Alea,"Barcelona, Catalonia, Spain",barcelona,False,2026-09-08,linkedin,creative director,,,,https://www.linkedin.com/jobs/view/4464446978,
P1,16,,"Responsable de Comunicación Corporativa, Cultura y RSC",Moventia,"Sant Cugat del Vallès, Catalonia, Spain",barcelona,False,2026-09-07,linkedin,creative director,,,,https://www.linkedin.com/jobs/view/4462925760,
P1,16,,Game Design Director - Star Trek Fleet Command,Scopely,"Barcelona, Catalonia, Spain",barcelona,False,2026-09-05,linkedin,creative director,,,,https://www.linkedin.com/jobs/view/4454845969,
P1,16,,Associate Creative Director,REMEDY EDGE™ SPAIN,"Barcelona, Catalonia, Spain",barcelona,False,2026-09-03,linkedin,creative director,,,,https://www.linkedin.com/jobs/view/4463103745,
P1,16,,"Art Director, Elevated Shopping",Amazon,"Barcelona, Catalonia, Spain",barcelona,False,,linkedin,creative director,,,,https://www.linkedin.com/jobs/view/4468260334,
P1,16,,Art Director,Publicis Groupe España,"Barcelona, Catalonia, Spain",barcelona,False,2026-09-13,linkedin,director creativo,,,,https://www.linkedin.com/jobs/view/4438326367,
P1,16,,Art Director (Wellness & Lifestyle),Dragons Group,"Barcelona, Catalonia, Spain",barcelona,False,2026-09-09,linkedin,director creativo,,,,https://www.linkedin.com/jobs/view/4464972827,
P1,16,,Senior Brand Designer,Preply,"Barcelona, Catalonia, Spain",barcelona,False,2026-09-09,linkedin,art director,,,,https://www.linkedin.com/jobs/view/4463858538,
P1,16,,Brand Designer,Ogilvy,"Barcelona, Catalonia, Spain",barcelona,False,2026-09-07,linkedin,art director,,,,https://www.linkedin.com/jobs/view/4462225475,
P1,16,,Freelance Brand Lead,Omnicom Health,"Barcelona, Catalonia, Spain",barcelona,False,2026-09-06,linkedin,art director,,,,https://www.linkedin.com/jobs/view/4445223686,
P1,16,,"Specialist, Creative Strategy",Darkroom,ES,espana,True,2026-09-15,indeed,creative strategist,,,,https://es.indeed.com/viewjob?jk=5253b5bcaaef39d7,"**About Darkroom**


Darkroom is the leading next\-generation growth marketing firm engineering the brands of tomorrow. Founded in 2017, we set out to redefine what a modern agency could be, by replacing the inertia of legacy advertising behemoths with a model built for speed, intelligence, and measurable impact.


At our core, Darkroom is a human services company powered by Shadow, a universal AI commerce layer that integrates executive\-level strategy with proprietary agentic technology. This fusion enables our teams to deliver outsized returns by enhancing creative output, operational efficiency, and revenue generation across every stage of the customer journey.


Our track record speaks for itself: billions in attributable revenue driven across e\-commerce marketplaces, media networks, DTC ecosystems, and social commerce platforms. Every engagement feeds into our proprietary data infrastructure, enabling a continuous feedback loop that accelerates growth, improves margins, and compounds results across our client portfolio.


What began as a boutique design studio has evolved into one of the fastest\-growing private companies in America (Inc. 5000\) and among the most effective performance media agencies of the 2020s (Varos). Our founders were recognized by Forbes 30 Under 30 for advancing the intersection of technology, marketing, and advertising, cementing Darkroom's role as a defining player in the future of media innovation.

**About the Role**


We're looking for a Specialist, Creative Strategy to lead day\-to\-day creative execution for Darkroom's social programs — both paid social advertising and organic content \- across a portfolio of client accounts. You're comfortable diving into the feed and the ad account alike, giving tactical, platform\-native feedback on statics, hooks, pacing, captions, and edit structure for Meta, TikTok, and Instagram. You're likely a Creative Strategist, Social Strategist, or Video Editor by trade, with hands\-on experience shipping content that performs, not just looks good.


You'll work on our Performance Creative service — our AI\-powered creative engagement for paid and organic social — helping clients increase the diversity and volume of their creative program (upwards of 50\+ new assets per month) while keeping every piece grounded in what's actually driving hooks, watch time, and conversion.


You'll work daily alongside Designers, Editors, and Creative Strategists to keep the social and paid social creative pipeline moving — briefing assets, giving feedback, and translating client goals and platform data into concepts that ship on time and drive results.

***This is a fully remote role supporting a team in the EST time zone (9 AM–5 PM EST).***

**What You'll Do**

* Manage day\-to\-day creative execution for paid social and organic social programs across a portfolio of client accounts
* Brief and direct Designers and Editors on statics, motion, short\-form video, carousels, and Stories, giving clear, actionable feedback on hooks, pacing, and edit structure
* Copywriting: Own creative copy for US\-based clients, flexing in tone of voice according to platform and purpose, threading the needle when clients ask you to “punch up the copy
* Own the testing and content calendar cadence — what ships, in what order, against what hypothesis or content pillar
* Translate platform and performance data (hook retention, watch time, CTR, engagement rate, saves, follower growth) into clear creative and content direction
* Partner with Paid Media to identify organic winners worth scaling into paid, and with Social Commerce on creator and UGC briefs
* Maintain quality and consistency across a high volume of social creative output, flagging risk to timelines or scope early
* Present creative and content work to clients and internal stakeholders with clarity and rationale
* Use AI\-assisted tools (e.g. FLORA, Midjourney, Runway, Claude) to increase the speed and volume of output

**You Should Apply If This Sounds Like You**

* 4\+ years managing or leading creative execution for paid social and/or organic social programs, ideally at an agency
* Hands\-on with short\-form video, statics, and platform\-native content for Meta, TikTok, and Instagram — you can storyboard, cut, and ship, not just direct
* Comfortable jumping into Figma, Premiere, or Photoshop yourself when needed — this isn't a strategy\-only role
* Fluent in both paid and organic metrics (CTR, hook retention, watch time, engagement rate, saves, follower growth) and use them to decide what to make next
* A clear, proactive communicator who gives crisp feedback to designers and editors and can present to clients
* Already using AI tools to speed up and scale creative production
* A portfolio showing paid and/or organic social work with real performance or engagement context

### **Hard Disqualifiers**

* No hands\-on experience shipping paid or organic social creative (design, video, or content)
* No portfolio link or no performance/engagement context
* Strategy\-only with no execution ability
* Not comfortable presenting work to clients

**What It's Like to Work at Darkroom**


Darkroom is not a typical agency. We are looking for A players who want to build something great. We move fast, think deeply, and expect every team member to bring insight and rigor to everything they touch. We hold a high bar for performance, creativity, and ownership — but we also support each other relentlessly. No egos, no red tape — just world\-class talent building something remarkable.


We believe in autonomy with accountability, truth over comfort, and outcomes over optics.

* **Unlimited PTO \+ Local holidays (Relevant to your hub):** Rebooting is part of the work. Take the time you need to stay sharp.
* **Remote\-First Culture:** Many roles are fully remote. Employees based in or near our New York or Lisbon HQs are expected to work hybrid with weekly in\-office time. Hub locations include the Brazil and Spain.
* **Parental Leave:** Flexible parental leave to support new parents during this important transition.
* **Growth:** Our interdisciplinary model gives every Darkroomer exposure far beyond their core role. Grow your skills, expand your influence, and stay at the forefront of the industry.

**Equal Opportunity Statement**


Darkroom is an equal opportunity workplace—we are dedicated to equal employment opportunities regardless of race, color, ancestry, religion, sex, national orientation, sexual orientation, age, citizenship, marital status, disability, gender identity, or Veteran status. We also consider qualified applicants regardless of criminal histories, consistent with legal requirements."
P1,16,,💡Brand Strategist Senior  — eMascaró,eMascaro,"Barcelona, Catalonia, Spain",barcelona,False,2026-09-15,linkedin,creative strategist,,,,https://www.linkedin.com/jobs/view/4467705863,
P1,16,,Brand Strategist,DDB Spain,"Barcelona, Catalonia, Spain",barcelona,False,2026-09-03,linkedin,creative strategist,,,,https://www.linkedin.com/jobs/view/4460704192,
P1,16,,Creative Strategy Manager,Smadex,"Barcelona, Catalonia, Spain",barcelona,False,,linkedin,creative strategist,,,,https://www.linkedin.com/jobs/view/4467990408,
P1,16,,Head of Product Design,Impress,"Barcelona, CT, ES",barcelona,False,2026-09-07,indeed,head of ux,,,,https://es.indeed.com/viewjob?jk=21f738e696d97ce4,"Join Impress – Europe’s Leading Health\-Tech Innovator!


We believe everyone deserves a smile they’ll love . As the largest Ortho clinic chain in Europe, we combine cutting\-edge tech with expert care, revolutionizing invisible orthodontics since 2019\.


With 150\+ clinics across 10 countries and rapid growth, we’re improving lives worldwide.


We are looking for a Head of Design to join our Onsite Team in Barcelona.

  

Why we’re cool:

* Work with an international and multicultural team
* Competitive salary
* Teeth aligner and whitening benefits
* Collaborative work environment and positive culture
* Opportunities to grow within a fast\-paced, innovative company and real start\-up experience with big challenges
* Fresh fruits and healthy snacks at the office

  

What You'll Own:

* Define and lead the end\-to\-end design vision across web and mobile — from first patient interaction to treatment completion and retention.
* Set the design strategy and quality bar across the full product surface, ensuring consistency, scalability, and premium experience at every touchpoint.
* Build and evolve a robust design system that empowers the team to move fast without compromising quality.
* Lead and mentor a team of designers, fostering a culture of craft, collaboration, and evidence\-based decision\-making.
* Partner with Product, Growth, Engineering, and Clinical teams to shape experiences that drive conversion, activation, and retention.
* Translate complex clinical and regulated processes into simple, intuitive digital flows that build patient trust and confidence.
* Own the research and insights practice — embedding qualitative and quantitative methods into the design process.
* Act as the senior design voice in cross\-functional rooms, aligning stakeholders around a clear and compelling product vision.


Requirements:

* 8\+ years in Product Design, with at least 2–3 years in a design leadership role.
* Strong portfolio showcasing end\-to\-end product design across web and mobile.
* Proven experience leading design for conversion\-driven journeys (funnels, onboarding, booking flows).
* Experience building and scaling design systems in complex product environments.
* Strong UX thinking with ability to simplify regulated or clinically complex domains.
* Hands\-on with Figma and modern design workflows.
* Experience running or overseeing user research and data\-informed design.
* Excellent communication and stakeholder alignment skills.
* Fluent English — Spanish is a strong plus.

  

At Impress we cultivate a culture of inclusion and diversity. We celebrate our employees' individual strengths, views, and experiences and we encourage all candidates to apply, without regard to race, color, religion, gender identity, sexual orientation, age, national origin, disability, or any other factor."
P1,16,,Product Design Lead,Fever,"Barcelona, Catalonia, Spain",barcelona,False,2026-09-03,linkedin,head of ux,,,,https://www.linkedin.com/jobs/view/4460756478,
